MSU	logFC	adj.p.value	RAP	Name	Description	Type	SYMBOL	ENTREZ	RAP.description	RAP.name	RAP.synonym	CGSNL.symbol	CGSNL.name	Oryzabase.name	Oryzabase.synonym	Oryzabase.protein	AM_gene_description	AM_gene_otherinfo	NCBI.Name	GO.term	GO.name
LOC_Os09g32410	0.9506582090338939	2.9298215621053984e-7	Os09g0500100	OsFbox494	Cyclin-like F-box domain containing protein	protein_coding	LOC4347480	4347480	Cyclin-like F-box domain containing protein.	NA	NA	NA	NA	OsFbox494, Os_F0637, OsFBX333, FBX333	F-box protein 494, F-box-type E3 ubiquitin ligase X333	NA	NA	NA	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	NA	NA
LOC_Os11g15030	7.612689910815251	3.001638197400043e-7	Os11g0256600	NA	Similar to Benzothiadiazole-induced S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase 1	protein_coding	LOC107275457	107275457	Similar to Benzothiadiazole-induced S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase 1.	NA	NA	NA	NA	NA	SABATH methyltransferase Group A2	NA	NA	NA	anthranilate O-methyltransferase 1	GO:0008168, GO:0016740, GO:0032259, GO:0008757	methyltransferase activity, transferase activity, methylation, S-adenosylmethionine-dependent methyltransferase activity
LOC_Os06g16420	0.8145702125900209	3.0132529151158956e-7	Os06g0275800	NAA	Amino acid transporter, transmembrane domain containing protein	protein_coding	LOC4340751	4340751	Amino acid transporter, transmembrane domain containing protein.	NA	NA	NA	NA	NAA, OsATL4	neutral amino acid transporter, amino acid transporter-like 4	NA	NA	NA	amino acid transporter AVT6A	GO:0016021, GO:0003333, GO:0015171, GO:0016020, GO:0005886, GO:0006865, GO:0015179, GO:0015807, GO:1902475, GO:0005774	integral component of membrane, amino acid transmembrane transport, amino acid transmembrane transporter activity, membrane, plasma membrane, amino acid transport, L-amino acid transmembrane transporter activity, L-amino acid transport, L-alpha-amino acid transmembrane transport, vacuolar membrane
LOC_Os02g43300	1.2390505084666914	3.3536784247403746e-7	Os02g0648300	NA	SANT domain, DNA binding domain containing protein	protein_coding	LOC4330152	4330152	SANT domain, DNA binding domain containing protein.	NA	NA	MSL15	MYB/SANT-LIKE 15	OsMSL15	Myb/SANT-LIKE 15	MYB/SANT-LIKE 15	NA	NA	trihelix transcription factor GTL1	GO:0043565, GO:0005634, GO:0003700, GO:0003677, GO:0006355	sequence-specific DNA binding, nucleus, DNA-binding transcription factor activity, DNA binding, regulation of DNA-templated transcription
LOC_Os05g03070	0.7241669794652643	3.385430574252593e-7	Os05g0121900	NA	Similar to Phosphate/phosphoenolpyruvate translocator protein-like	protein_coding	LOC4337657	4337657	Similar to Phosphate/phosphoenolpyruvate translocator protein-like.	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable sugar phosphate/phosphate translocator At3g11320	GO:0022857, GO:0015165, GO:0005794, GO:0016021, GO:0015297, GO:0016020, GO:0055085	transmembrane transporter activity, pyrimidine nucleotide-sugar transmembrane transporter activity, Golgi apparatus, integral component of membrane, antiporter activity, membrane, transmembrane transport
LOC_Os04g49620	0.7674669348308266	3.418292998062659e-7	Os04g0585700	NA	Protein of unknown function DUF581 family protein	protein_coding	LOC4336793	4336793	Protein of unknown function DUF581 family protein.	NA	NA	NA	NA	OsFLZ12	NA	FCS-LIKE ZINC FINGER PROTEIN 12	NA	NA	uncharacterized LOC4336793	NA	NA
LOC_Os05g07220	0.6058392255025256	3.799924029347456e-7	Os05g0164900	NA	Kelch repeat type 1 domain containing protein	protein_coding	LOC4337909	4337909	Kelch repeat type 1 domain containing protein.	NA	NA	NA	NA	OsNRP4	KEAP1-like gene, N-rich protein 4	N-RICH PROTEIN 4	NA	NA	uncharacterized LOC4337909	GO:0005515, GO:0034976, GO:0009651, GO:0042542, GO:0050832	protein binding, response to endoplasmic reticulum stress, response to salt stress, response to hydrogen peroxide, defense response to fungus
LOC_Os06g21810	5.1454664108896875	3.855914216799457e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os04g48010	0.6346851226308187	3.9165274270202073e-7	Os04g0568400	OsWD40-106	WD40 repeat-like domain containing protein	protein_coding	LOC4336699	4336699	WD40 repeat-like domain containing protein.	NA	NA	NA	NA	OsWD40-106, WD40-106, OsKRN2	kernel row number2	NA	NA	NA	WD repeat-containing protein 44	GO:0017137, GO:0005515	NA
LOC_Os04g48010	0.6346851226308187	3.9165274270202073e-7	Os04g0568300	NA	Hypothetical gene	protein_coding	NA	NA	Hypothetical gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os04g35890	0.9242433256986994	3.95944833727913e-7	Os04g0439600	OsCRR1	Regulator of chromosome condensation/beta-lactamase-inhibitor protein II domain containing protein	protein_coding	LOC4335925	4335925	Regulator of chromosome condensation/beta-lactamase-inhibitor protein II domain containing protein.	NA	NA	NA	NA	OsCRR1	CRINKLY4-RELATED protein 1	NA	NA	NA	serine/threonine-protein kinase-like protein CCR4	GO:0004672, GO:0005524, GO:0016021, GO:0016740, GO:0016020, GO:0000166, GO:0006468, GO:0004674, GO:0016301, GO:0016310, GO:0016772	protein kinase activity, ATP binding, integral component of membrane, transferase activity, membrane, nucleotide binding, protein phosphorylation, protein serine/threonine kinase activity, kinase activity, phosphorylation, transferase activity, transferring phosphorus-containing groups
LOC_Os10g02100	2.6775489025841632	4.059597132294157e-7	Os10g0109900	NA	Major facilitator superfamily, general substrate transporter domain containing protein	protein_coding	LOC4347964	4347964	Major facilitator superfamily, general substrate transporter domain containing protein.	NA	NA	NA	NA	PTR	peptide transporter	NA	NA	NA	protein NRT1/ PTR FAMILY 8.5	GO:0022857, GO:0055085, GO:0016021, GO:0015333, GO:0035673, GO:1904680, GO:0016020, GO:0005215, GO:0006857	transmembrane transporter activity, transmembrane transport, integral component of membrane, peptide:proton symporter activity, oligopeptide transmembrane transporter activity, peptide transmembrane transporter activity, membrane, transporter activity, oligopeptide transport
LOC_Os01g58640	1.1340303164972039	4.2273957143943367e-7	Os01g0800500	OsPAP9b	Purple acid phosphatase, N-terminal domain containing protein	protein_coding	LOC4327957	4327957	Purple acid phosphatase, N-terminal domain containing protein.	NA	NA	PAP9B	PURPLE ACID PHOSPHATASE 9B	OsPAP9b	purple acid phosphatase 9b	PURPLE ACID PHOSPHATASE 9B	NA	NA	nucleotide pyrophosphatase/phosphodiesterase	GO:0046872, GO:0003993, GO:0016787, GO:0005515, GO:0006817, GO:0016036	metal ion binding, acid phosphatase activity, hydrolase activity, protein binding, phosphate ion transport, cellular response to phosphate starvation
LOC_Os12g43510	0.8119477248939743	4.3483938445332106e-7	Os12g0630600	NA	Carbohydrate/puine kinase, PfkB, conserved site containing protein	protein_coding	LOC4352859	4352859	Carbohydrate/puine kinase, PfkB, conserved site containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	eomesodermin homolog	NA	NA
LOC_Os01g02900	0.7678887796720345	4.356005855763395e-7	Os01g0118400	NA	Similar to HGA6	protein_coding	LOC4326077	4326077	Similar to HGA6.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4326077	GO:0016757, GO:0016021, GO:0016740, GO:0000139, GO:0005794, GO:0016020, GO:0009664, GO:0052636, GO:0016763, GO:0031222, GO:0008152	glycosyltransferase activity, integral component of membrane, transferase activity, Golgi membrane, Golgi apparatus, membrane, plant-type cell wall organization, arabinosyltransferase activity, pentosyltransferase activity, arabinan catabolic process, metabolic process
LOC_Os06g12820	1.07713973221564	4.56724924056906e-7	Os06g0234600	OsTBL52	Domain of unknown function DUF231, plant domain containing protein	protein_coding	LOC4340592	4340592	Domain of unknown function DUF231, plant domain containing protein.	NA	NA	NA	NA	OsTBL52, TBL52	trichome birefringence-like 52	NA	NA	NA	protein ALTERED XYLOGLUCAN 4-like	GO:0016413, GO:0005794, GO:0016740, GO:0000139, GO:0016020, GO:0016021	O-acetyltransferase activity, Golgi apparatus, transferase activity, Golgi membrane, membrane, integral component of membrane
LOC_Os07g29224	0.8012650869974983	4.672400069221827e-7	Os07g0474700	NA	Similar to cDNA, clone: J090064H24, full insert sequence	protein_coding	NA	NA	Similar to cDNA, clone: J090064H24, full insert sequence.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os11g26190	0.6070700627787189	4.778737026462041e-7	Os11g0448700	OsRALF-31	Conserved hypothetical protein	protein_coding	LOC4350442	4350442	Conserved hypothetical protein.	NA	NA	RALF31	RAPID ALKALIZATION FACTOR 31	OsRALF-31, OsRALF31, RALF-31	Rapid alkalization factor 31	RAPID ALKALIZATION FACTOR 31	NA	NA	uncharacterized LOC4350442	NA	NA
LOC_Os03g15530	0.7046199939135442	4.791257677683393e-7	Os03g0261800	NA	Protein of unknown function DUF3049 domain containing protein	protein_coding	LOC4332321	4332321	Protein of unknown function DUF3049 domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein FAF-like, chloroplastic	NA	NA
LOC_Os03g15530	0.7046199939135442	4.791257677683393e-7	Os03g0261800	NA	Protein of unknown function DUF3049 domain containing protein	protein_coding	LOC4332321	4332321	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein FAF-like, chloroplastic	NA	NA
LOC_Os03g51980	1.542200358373303	4.867827720247539e-7	Os03g0729600	NA	Conserved hypothetical protein	protein_coding	LOC4333991	4333991	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4333991	NA	NA
LOC_Os10g40510	0.9185731305903166	4.919190321765799e-7	Os10g0552600	OsHyPRP18	Similar to Tfm5 protein	protein_coding	LOC4349331	4349331	Similar to Tfm5 protein.	NA	NA	HYPRP18	HYBRID PROLINE- OR GLYCINE-RICH PROTEIN 18	OsHyPRP18, HyP/GRP18, OsHyPRP39, HyPRP39	hybrid proline- or glycine-rich protein 18, Hybrid Proline-Rich Protein 39	HYBRID PROLINE- OR GLYCINE-RICH PROTEIN 18	NA	NA	cortical cell-delineating protein	GO:0006869, GO:0050832	lipid transport, defense response to fungus
LOC_Os12g12880	0.827592130311103	4.935358102751141e-7	Os12g0230600	NA	Protein of unknown function DUF1685 family protein	protein_coding	LOC4351830	4351830	Protein of unknown function DUF1685 family protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4351830	NA	NA
LOC_Os08g02850	0.6106599128082394	5.067200118082751e-7	Os08g0121900	NA	Protein of unknown function DUF23 family protein	protein_coding	NA	NA	Protein of unknown function DUF23 family protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0016740, GO:0016020, GO:0016757, GO:0016021	transferase activity, membrane, glycosyltransferase activity, integral component of membrane
LOC_Os08g02850	0.6106599128082394	5.067200118082751e-7	Os08g0121900	NA	Protein of unknown function DUF23 family protein	protein_coding	NA	NA	Similar to predicted protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0016740, GO:0016020, GO:0016757, GO:0016021	transferase activity, membrane, glycosyltransferase activity, integral component of membrane
LOC_Os01g67320	0.8186393571345103	5.2311401654611e-7	Os01g0898800	NA	Protein of unknown function DUF1685 domain containing protein	protein_coding	LOC4325113	4325113	Protein of unknown function DUF1685 domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4325113	NA	NA
LOC_Os04g49748	1.123577468576372	5.506597467799961e-7	Os04g0587400	OsPUP6	Protein of unknown function DUF250 domain containing protein	protein_coding	LOC4336804	4336804	Protein of unknown function DUF250 domain containing protein.	NA	NA	PUP6	PURINE PERMEASE 6	OsPUP6	purine permease 6, PUP-type cytokinin transporter 6	PURINE PERMEASE 6	NA	NA	probable purine permease 11	GO:0016021, GO:0005215, GO:0016020, GO:1904823, GO:0015211, GO:0015860, GO:0005345, GO:0006863	integral component of membrane, transporter activity, membrane, purine nucleobase transmembrane transport, purine nucleoside transmembrane transporter activity, purine nucleoside transmembrane transport, purine nucleobase transmembrane transporter activity, purine nucleobase transport
LOC_Os06g28670	1.7635185064427636	5.775588258163584e-7	Os06g0481400	NA	Non-protein coding transcript	nontranslating_CDS	NA	NA	Non-protein coding transcript.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os01g58960	2.365655596406779	5.866110098547861e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os10g20260	0.8411240585734205	5.887281038579167e-7	Os10g0343400	OsCslF7	Cellulose synthase family protein	protein_coding	LOC4348365	4348365	Cellulose synthase family protein.	NA	NA	CSLF7	CELLULOSE SYNTHASE LIKE F7	OsCslF7, OsCSLF7	NA	CELLULOSE SYNTHASE LIKE F7	NA	NA	probable mixed-linked glucan synthase 7	GO:0016760, GO:0000139, GO:0005794, GO:0030244, GO:0005886, GO:0016021, GO:0071555, GO:0005802, GO:0051753, GO:0009833, GO:0016740, GO:0016020, GO:0016757, GO:0097502, GO:0071669	cellulose synthase (UDP-forming) activity, Golgi membrane, Golgi apparatus, cellulose biosynthetic process, plasma membrane, integral component of membrane, cell wall organization, trans-Golgi network, mannan synthase activity, plant-type primary cell wall biogenesis, transferase activity, membrane, glycosyltransferase activity, mannosylation, plant-type cell wall organization or biogenesis
LOC_Os06g14180	2.2980338628175843	5.944160188752638e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os11g19864	0.9012713802221896	6.077043722834971e-7	Os11g0303800	NA	Hypothetical protein	protein_coding	NA	NA	Hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005840	ribosome
LOC_Os03g44170	5.368357888809685	6.288277211507506e-7	Os03g0643700	OsGSTU44	Similar to GST6 protein (EC 2.5.1.18)	protein_coding	LOC4333555	4333555	Similar to GST6 protein (EC 2.5.1.18).	NA	NA	GSTU44	TAU GLUTATHIONE S-TRANSFERASE 44	OsGSTU44	glutathione transferase U44	TAU GLUTATHIONE S-TRANSFERASE 44	NA	NA	probable glutathione S-transferase GSTU1	GO:0006749, GO:0004364, GO:0005737, GO:0016740, GO:0042221, GO:0005515, GO:0009407	glutathione metabolic process, glutathione transferase activity, cytoplasm, transferase activity, response to chemical, protein binding, toxin catabolic process
LOC_Os06g11240	0.7167279646279424	6.551308549302433e-7	Os06g0215900	OsOPR4	Similar to Oxo-phytodienoic acid reductase	protein_coding	LOC4340486	4340486	Similar to Oxo-phytodienoic acid reductase.	NA	NA	OPR4	12-OXOPHYTODIENOATE REDUCTASE 4	OsOPR4, OsOPR10, OsOPR06-3, OsOPR7	12-oxo-phytodienoic acid reductase 4	12-OXOPHYTODIENOATE REDUCTASE 4	NA	NA	putative 12-oxophytodienoate reductase 4	GO:0010181, GO:0016491, GO:0006633, GO:0031408, GO:0006629, GO:0006631, GO:0009695, GO:0003824, GO:0008152, GO:0055114, GO:0009266, GO:0016629, GO:0050832	NA
LOC_Os06g11240	0.7167279646279424	6.551308549302433e-7	Os06g0215900	OsOPR4	Similar to Oxo-phytodienoic acid reductase	protein_coding	LOC4340486	4340486	Similar to 12-oxophytodienoic acid reductase.	NA	NA	OPR4	12-OXOPHYTODIENOATE REDUCTASE 4	OsOPR4, OsOPR10, OsOPR06-3, OsOPR7	12-oxo-phytodienoic acid reductase 4	12-OXOPHYTODIENOATE REDUCTASE 4	NA	NA	putative 12-oxophytodienoate reductase 4	GO:0010181, GO:0016491, GO:0006633, GO:0031408, GO:0006629, GO:0006631, GO:0009695, GO:0003824, GO:0008152, GO:0055114, GO:0009266, GO:0016629, GO:0050832	NA
LOC_Os12g14330	1.6310778386313989	6.676601012171267e-7	Os12g0246700	NA	NB-ARC domain containing protein	protein_coding	LOC4351886	4351886	NB-ARC domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	disease resistance protein RPM1	GO:0043531, GO:0006952, GO:0051707	ADP binding, defense response, response to other organism
LOC_Os06g50040	0.9826831967344073	7.085370029612189e-7	Os06g0714300	OsSAUR29	Auxin responsive SAUR protein family protein	protein_coding	LOC4342060	4342060	Auxin responsive SAUR protein family protein.	NA	NA	SAUR29	SMALL AUXIN-UP RNA 29	OsSAUR29	Small auxin-up RNA 29	SAUR PROTEIN 29	NA	NA	auxin-responsive protein SAUR32	GO:0009733	response to auxin
LOC_Os08g02320	2.7650642632799882	7.393254569670625e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os01g53880	0.7804144022798585	7.660391987650257e-7	Os01g0741900	IAA6	Auxin-responsive protein, Drought tolerance, Control of tiller outgrowt	protein_coding	LOC4326541	4326541	Auxin-responsive protein, Drought tolerance, Control of tiller outgrowth	IAA6, OsIAA6	Aux/IAA protein 6	IAA6	NA	OsIAA6	Aux/IAA protein 6	NA	NA	NA	auxin-responsive protein IAA6-like	GO:0006417, GO:0006355, GO:0009734, GO:0005634, GO:0009733, GO:0005515, GO:0006351	regulation of translation, regulation of DNA-templated transcription, auxin-activated signaling pathway, nucleus, response to auxin, protein binding, DNA-templated transcription
LOC_Os03g29760	0.6689868320902398	7.859886418255577e-7	Os03g0411100	HAP2E	Heme activator protein, CCAAT-binding transcription factor, Biotic and abiotic resistance	protein_coding	LOC4333094	4333094	Heme activator protein, CCAAT-binding transcription factor, Biotic and abiotic resistances	HAP2E, OsHAP2E, NF-YA, CBF-B	HAP2 SUBUNIT OF CCAAT-BOX BINDING COMPLEX	HAP2E	HAP2 SUBUNIT OF CCAAT-BOX BINDING COMPLEX	OsHAP2E, NF-YA, CBF-B, NF-YA2, OsNF-YA2, NFYA2	NUCLEAR FACTOR-Y subunit A2, NUCLEAR FACTOR-Y subunit NF-YA2, NF-YA transcription factor 2, NF-YA subunit 2, NF-YA family 2	HAP2 SUBUNIT OF CCAAT-BOX BINDING COMPLEX	NA	NA	nuclear transcription factor Y subunit A-4	GO:0016602, GO:0003677, GO:0003700, GO:0006355, GO:0005634, GO:0000981, GO:0006357, GO:0000978, GO:0006350, GO:0009753, GO:0009867, GO:0043565, GO:0051607	NA
LOC_Os03g29760	0.6689868320902398	7.859886418255577e-7	Os03g0411100	HAP2E	Heme activator protein, CCAAT-binding transcription factor, Biotic and abiotic resistance	protein_coding	LOC4333094	4333094	Similar to Nuclear Y/CCAAT-box binding factor A subunit NF-YA.	NA	NA	HAP2E	HAP2 SUBUNIT OF CCAAT-BOX BINDING COMPLEX	OsHAP2E, NF-YA, CBF-B, NF-YA2, OsNF-YA2, NFYA2	NUCLEAR FACTOR-Y subunit A2, NUCLEAR FACTOR-Y subunit NF-YA2, NF-YA transcription factor 2, NF-YA subunit 2, NF-YA family 2	HAP2 SUBUNIT OF CCAAT-BOX BINDING COMPLEX	NA	NA	nuclear transcription factor Y subunit A-4	GO:0016602, GO:0003677, GO:0003700, GO:0006355, GO:0005634, GO:0000981, GO:0006357, GO:0000978, GO:0006350, GO:0009753, GO:0009867, GO:0043565, GO:0051607	NA
LOC_Os05g39500	0.8031293048276641	8.081875577324372e-7	Os05g0472000	OsG1L8	Similar to LSH6 (LIGHT SENSITIVE HYPOCOTYLS 6)	protein_coding	LOC107278201	107278201	Similar to LSH6 (LIGHT SENSITIVE HYPOCOTYLS 6).	NA	NA	G1L8	G1 LIKE PROTEIN 8	OsG1L8	NA	G1 LIKE PROTEIN 8	NA	NA	protein G1-like8	GO:0003677, GO:0009299, GO:0043231, GO:0005634, GO:0007275, GO:0009416, GO:0090698, GO:0006355	DNA binding, mRNA transcription, intracellular membrane-bounded organelle, nucleus, multicellular organism development, response to light stimulus, post-embryonic plant morphogenesis, regulation of DNA-templated transcription
LOC_Os04g35580	1.2610063841592054	8.202915876142159e-7	Os04g0436000	NA	Conserved hypothetical protein	protein_coding	LOC4335904	4335904	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	myristoylated alanine-rich C-kinase substrate	NA	NA
